k,steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
1,joy,12,8.0,26,0.0913,0.0335,0.0731,0.1036,0.0186,0.1859,0.6888,"My brain just went blank. I wanted to say something, anything, but my mouth was stuck.  I felt awkward and embarrassed, wishing I could just disappear.  I finally managed a mumbled ""that's interesting"" and hoped they didn't notice my discomfort. 
"
1,joy,12,8.0,27,0.0623,0.033,0.0292,0.1062,0.0318,0.0872,0.7927,"Ugh, I totally just messed up! I was running late and tripped on the sidewalk, and now my shorts are covered in mud. I feel so embarrassed, I can't even look at them. I guess I'll have to wash them later. 
"
1,sadness,12,8.0,0,0.0144,0.0024,0.0209,0.0028,0.9566,0.0645,0.0094,"I was so focused on parallel parking, I didn't see the curb until it was too late.  My foot slipped off the brake and the car lurched forward, scraping the curb.  I felt my heart sink, but my instructor just chuckled and said it happens to everyone.  We practiced a few more times and I finally got it right. 
"
1,sadness,12,8.0,1,0.1823,0.0043,0.0014,0.0003,0.3813,0.0079,0.0029,"""I'm going to the club tonight,"" I said, trying to sound casual.  He just scoffed, ""You were at the park yesterday, remember?""  I rolled my eyes, ""Yeah, but that doesn't mean I can't go to the club now.""  He just shook his head and walked away.  Honestly, he was being ridiculous. 
"
1,sadness,12,8.0,2,0.0762,0.0041,0.0078,0.0082,0.0051,0.9727,0.0031,"""I'm feeling really hurt, babe,"" I said, my voice cracking. ""You don't seem to care about my feelings anymore.""  He just shrugged, saying it was just a misunderstanding.  I felt like I was always walking on eggshells around him, and it was exhausting.  I needed him to actually listen and try to understand. 
"
1,sadness,12,8.0,3,0.1201,0.0029,0.044,0.0139,0.0063,0.5344,0.0089,"He said something the other day that really stung, about how my expectations were too high.  I felt confused and hurt, like he didn't understand how much I needed him to meet those expectations.  It made me wonder if he even cared about me at all.  I just wanted him to be honest with me, to tell me what he thought. 
"
1,sadness,12,8.0,4,0.0509,0.0393,0.9591,0.0033,0.0177,0.2754,0.0119,"I can't even begin to describe the shock and horror I felt when I found out.  It was just so senseless, and the thought of what happened to that baby was unbearable.  I felt sick to my stomach, knowing someone would do something so cruel.  It's a terrible thing to do, and I can't understand why anyone would do it. 
"
1,sadness,12,8.0,5,0.0702,0.0066,0.0046,0.0015,0.0078,0.0578,0.0018,"I was engrossed in the show, trying to ignore the pile of laundry that was slowly taking over my living room, when I heard the unmistakable sound of my brother raiding the kitchen.  He was stuffing his face with chips and pretzels, completely ignoring me.  I sighed, wishing he'd just ask for some instead of making a mess.  It was always like this, him being a little monster in the kitchen. 
"
1,sadness,12,8.0,6,0.4012,0.0683,0.5759,0.0077,0.0113,0.1473,0.006,"I can't believe what happened.  She was walking home from work when this guy just grabbed her and shoved her.  She was terrified, but she managed to get away.  It's just awful, and I'm so angry for her.  I hope she's okay. 
"
1,sadness,12,8.0,7,0.2095,0.0155,0.0509,0.0037,0.0076,0.1866,0.0155,"I was trying to get some work done on my laptop when this man just plopped down beside me.  He had his pants unbuttoned and his underwear showing, and I felt completely uncomfortable.  I tried to ignore him, but he kept staring at me.  I just wanted to get off the bus as quickly as possible. 
"
1,sadness,12,8.0,8,0.0192,0.0051,0.9503,0.0026,0.0272,0.0639,0.0069,"I was starting to get nervous when I realized my friend was driving way too fast, weaving in and out of traffic.  He kept looking at his phone, and I knew he was probably drunk.  I tried to tell him to slow down, but he just kept ignoring me.  I was terrified, and I just wanted to get home. 
"
1,sadness,12,8.0,9,0.0115,0.0081,1.0115,0.0014,0.1249,0.0413,0.0093,"I was just admiring the sunset, feeling peaceful, when I saw something slither across the path.  It was a snake, its scales glinting in the fading light.  My heart skipped a beat, but I didn't scream, just stood frozen for a moment, watching it disappear into the bushes.  I felt a strange mix of fear and fascination. 
"
1,sadness,12,8.0,10,0.0304,0.004,0.3932,0.0031,0.0312,0.1571,0.009,"I woke up with a jolt, heart pounding, in the middle of the night.  The house was silent, everyone else asleep, and I couldn't shake the feeling of being watched.  I sat up in bed, listening for any sound, but everything was still.  I tried to calm myself, but the unease lingered. 
"
1,sadness,12,8.0,11,0.0229,0.0132,1.0609,0.0017,0.0272,0.1196,0.0073,"The front door clicked shut, and I was alone.  My parents were gone, no note, no explanation.  The house felt strangely quiet, the usual hum of life replaced by an unsettling stillness.  The clock ticked on, the minutes stretching into an eternity.  I was starting to get scared. 
"
1,sadness,12,8.0,12,0.0477,0.0019,0.0157,0.034,0.1028,0.7229,0.0062,"I was really looking forward to that party, but something came up and I just couldn't make it.  I'm bummed I'm missing out, but I'm glad I'm not going to be stressed about it.  Hopefully, I can catch up with everyone later. 
"
1,sadness,12,8.0,13,0.0488,0.0128,0.0152,0.0327,0.0149,0.1953,0.0454,"I was so caught up in the new relationship that I barely noticed my best friend anymore.  It felt like I was neglecting them, and I felt awful about it.  But after things ended, they were so understanding and kind, and I realized how much I'd taken them for granted.  It was a wake-up call, and I'm trying to be better about prioritizing my friendships. 
"
1,sadness,12,8.0,14,0.0466,0.0022,0.3575,0.0113,0.073,0.4375,0.0146,"I was so nervous about this date, but I was excited to finally meet up.  When I got there, he wasn't there, and I felt my stomach drop.  I called him, but he didn't answer.  I'm still confused and disappointed, to be honest.  It was a really important date, and I was looking forward to it. 
"
1,sadness,12,8.0,15,0.0234,0.0018,0.0265,0.0121,0.05,0.5895,0.0032,"I woke up late and just didn't feel like getting out of bed.  My mom was already stressed about work, so I figured I'd just chill and catch up on some sleep.  It was nice to have a lazy morning, but I felt bad for letting her down.  I ended up helping her out later, though. 
"
1,sadness,12,8.0,16,0.0235,0.0047,0.0128,0.0033,0.1101,0.0485,0.0102,"I'll never forget the look on my wife's face when she finally held our son, so tiny and perfect.  The delivery was rough, but seeing him healthy and breathing was all that mattered.  It was a long night, but the relief was worth every minute.  He was a fighter, and we were so proud. 
"
1,sadness,12,8.0,17,0.0042,0.0006,0.0014,0.0003,0.1856,0.0047,0.0006,"I was flipping through old yearbooks when I saw a name I hadn't seen in years - Sarah.  I couldn't believe it, so I reached out and we started talking.  Turns out she's doing amazing things with her art, and we've been catching up over the phone.  It's been so nice to hear from her again. 
"
1,sadness,12,8.0,18,0.0087,0.0012,0.015,0.0027,0.8113,0.0155,0.0046,"I was so confused when I saw their face, like they were about to yell at me.  Turns out they were just joking, and they actually really liked my joke!  I felt so relieved and happy, it was a nice surprise.  I guess sometimes people just need a little humor to lighten the mood. 
"
1,sadness,12,8.0,19,0.0062,0.0021,0.0061,0.0006,0.9024,0.0045,0.0012,"I can't believe it! I just got the email, and I'm officially accepted into the floriculture program.  It's been my dream for so long, and I'm so excited to finally be able to study it.  I can't wait to learn all about flowers and how to make them beautiful.  This is going to be amazing. 
"
1,sadness,12,8.0,20,0.036,0.0042,0.0161,0.0066,0.1787,0.1554,0.0228,"It was weird at first, not seeing them every day.  I missed our late-night talks and shared meals.  But eventually, I started to feel a sense of independence and realized how much I could do on my own.  It was a good experience, even if it was hard at times. 
"
1,sadness,12,8.0,21,0.0108,0.0035,0.0279,0.0013,0.4234,0.0842,0.004,"The silence in the room was deafening, the only sound the beeping of machines.  It felt like a lifetime ago when she was laughing, her voice full of life.  Now, all I heard was the rasp of her breathing, the struggle to speak.  The doctors said it was a miracle she was alive, but the recovery would be long and difficult. 
"
1,sadness,12,8.0,22,0.1416,0.0041,0.0044,0.0076,0.0197,0.8482,0.0069,"I was so disappointed when I got the email saying I wasn't accepted.  I poured my heart into my application, and to be honest, I thought I had a good shot.  One percent, it felt like a cruel joke.  I guess I'll keep working hard and try again next year.  It's not the end of the world, but it definitely stings. 
"
1,sadness,12,8.0,23,0.0192,0.0029,0.01,0.0057,0.0124,0.9911,0.0026,"The emptiness in my apartment felt like a physical weight, a constant reminder of the space where their laughter used to fill the air.  It was a pain I hadn't expected, a grief that felt different from the loss of someone I admired, but just as raw.  I knew I couldn't outrun the feeling, so I had to learn to live with it, to find a way to carry their memory with me. 
"
1,sadness,12,8.0,24,0.067,0.0269,0.0369,0.0947,0.0258,0.1187,0.7743,"My heart was pounding as I tried to answer the question, but my brain just went blank.  I blurted out something completely wrong, and everyone stared at me.  I felt so embarrassed, and I wanted to disappear.  I knew I messed up, but I couldn't even look at anyone. 
"
1,sadness,12,8.0,25,0.05,0.025,0.025,0.0973,0.0227,0.0816,0.6514,"I was so embarrassed when they confronted me about what I'd been saying.  I felt awful, like I'd betrayed their trust.  It was a real wake-up call, and I realized I needed to be more mindful of my words.  I'm trying to be a better friend now. 
"
1,sadness,12,8.0,26,0.082,0.027,0.0582,0.0557,0.0274,0.1078,0.8033,"My brain just went blank.  I wanted to say something, anything, but my mouth was stuck.  I felt a little embarrassed, like I'd forgotten how to talk.  I just stared at my friend, hoping they wouldn't notice.  
"
1,sadness,12,8.0,27,0.4536,0.0933,0.0219,0.0097,0.013,0.2534,0.1924,"Ugh, I totally just messed up! I was running late and didn't even notice I'd gotten a little too close to the puddle. Now my shorts are soaked and I'm stuck with this weird, wet feeling.  I'm going to have to change, but I'm already late for work.  
"
1,shame,12,8.0,0,0.0223,0.0028,0.1719,0.0205,0.1042,0.3776,0.0158,"I was so focused on parallel parking, I completely missed the stop sign.  My instructor's face went white, and I felt my heart sink.  I knew I'd messed up, but I tried to stay calm and take a deep breath.  He explained it was a common mistake, and we practiced again until I got it right.  I was relieved to finally get it, but I knew I still had a lot to learn. 
"
1,shame,12,8.0,1,0.0118,0.0014,0.0074,0.0007,0.0629,0.0128,0.0031,"""I'm going to the club tonight,"" I said, trying to sound convincing.  She raised an eyebrow, ""You were at the farmer's market yesterday, remember?""  I sighed, ""Yeah, I know, but I'm going tonight.  It's a friend's birthday.""  She just shook her head and smiled, ""Oh, okay.""  I guess she didn't believe me. 
"
1,shame,12,8.0,2,0.5023,0.0055,0.0138,0.0041,0.0045,0.6146,0.004,"I was so frustrated. We were arguing about how he doesn't seem to listen to me anymore, and it felt like he just brushed me off.  I felt unheard and unimportant, like he didn't care about what I had to say.  It was a real blow to my confidence, and I just needed him to understand how much it hurts.  I don't know if he'll ever truly see it, but I needed to say it. 
"
1,shame,12,8.0,3,0.0182,0.0051,0.007,0.0097,0.0149,0.0392,0.0009,"My boyfriend just told me that my expectations of him are too high.  I felt a little stung, to be honest.  I guess I've been putting a lot of pressure on him, wanting him to be perfect all the time.  It's a bit of a wake-up call, but I think we can work through it.  I just want him to be happy and fulfilled, and I hope he knows that I love him for who he is. 
"
1,shame,12,8.0,4,0.1947,0.0248,0.9743,0.0021,0.0221,0.1271,0.0122,"I can't believe it.  I just found out that someone I knew, someone I thought was a good person, did something so horrific.  They ended a late-stage pregnancy and just...threw the remains in a manhole?  It's just so messed up, and I can't even process it.  I'm angry, confused, and scared for everyone involved. 
"
1,shame,12,8.0,5,0.3827,0.0053,0.0046,0.0016,0.1229,0.0372,0.0095,"I was glued to the TV, trying to follow the latest episode of my favorite show, when my little brother barged in.  He was already digging into the bag of chips I'd been eyeing, and I swear, he was making a face like he was trying to eat the whole bag in one go.  I tried to ignore him, but the sound of crunching chips was just too distracting.  I sighed, and he looked up at me with a mischievous grin, completely unfazed by my annoyance.  Guess I'll just have to share. 
"
1,shame,12,8.0,6,0.1301,0.0371,0.8522,0.0055,0.0133,0.1848,0.0042,"I can't believe what happened to my friend.  She was walking home from work, and this guy just attacked her.  It's awful, and I'm so angry for her.  I hope she's okay, and I'm here for her if she needs anything.  It's just so scary that something like this could happen to someone, especially someone she trusts. 
"
1,shame,12,8.0,7,0.046,0.0281,0.5495,0.0039,0.0348,0.1405,0.105,"I was on the bus, trying to get some work done, when this guy just plopped down beside me.  I was so startled, I almost dropped my laptop.  He had his trousers completely unbuttoned, and I felt my face flush.  I couldn't believe what I was seeing, and I just stared at him, frozen.  I was mortified and felt so uncomfortable, I couldn't even think about getting up and moving. 
"
1,shame,12,8.0,8,0.0205,0.0073,0.9705,0.0012,0.0411,0.0346,0.0044,"I was so caught up in the excitement of the game, I didn't notice how much my friend was drinking.  But then, the driving started getting reckless.  He was speeding through red lights, weaving in and out of traffic, and barely staying in his lane.  I was terrified, and I knew I had to do something.  I tried to pull over, but he just kept going, and I felt my stomach drop. 
"
1,shame,12,8.0,9,0.014,0.0025,0.3203,0.0045,0.6073,0.0466,0.0137,"I was just enjoying the sunset in the garden, the air warm and still.  Then I saw it, a snake slithering slowly towards me, its scales glinting in the fading light.  My heart skipped a beat, and I froze, unsure of what to do.  I held my breath, watching as it got closer, its forked tongue flicking out.  It stopped just a few feet away, its gaze fixed on me, and then it turned and slithered away. 
"
1,shame,12,8.0,10,0.0256,0.0039,0.5032,0.0051,0.0445,0.2,0.0128,"I woke up with a jolt, heart pounding in my chest.  The room was pitch black, the only sound the quiet hum of the refrigerator in the kitchen.  I sat up, my eyes struggling to adjust to the darkness, and felt a wave of unease wash over me.  It was just a dream, I told myself, but the feeling of being watched lingered.  I tried to go back to sleep, but the unease wouldn't let me. 
"
1,shame,12,8.0,11,0.053,0.0051,0.1231,0.0028,0.0124,0.4036,0.0234,"The front door clicked shut behind me, and I was met with an unnerving silence.  It was so quiet, I could hear my own heartbeat.  I looked around, wondering where everyone had gone, but there was no sign of my family.  The clock on the wall mocked me with its ticking, the evening stretching out before me like an endless, empty hallway. 
"
1,shame,12,8.0,12,0.0376,0.0036,0.021,0.0044,0.2352,0.1394,0.0243,"Ugh, I was so excited to go to that concert last night, but something just didn't feel right.  I kept second-guessing myself all day, and by the time I got ready, I realized I just wasn't in the mood.  It's a bummer, I was really looking forward to it, but sometimes you just have to listen to your gut and do what feels best for you.  I'm glad I didn't go, though, because I ended up having a much better night at home watching a movie. 
"
1,shame,12,8.0,13,0.0496,0.0145,0.0094,0.1198,0.0106,0.3297,0.0172,"I messed up, I'll admit it.  I got caught up in this relationship and kind of drifted away from my best friend.  It was a stupid thing to do, and I felt awful about it.  But when things ended, my friend was so understanding and kind, and it really made me realize how much I'd taken them for granted.  I'm so grateful for their support, and I'm determined to be a better friend moving forward. 
"
1,shame,12,8.0,14,0.0248,0.0256,0.2517,0.0957,0.0116,0.6577,0.0237,"Ugh, I feel awful. I completely spaced on our meeting and forgot about our date. I know it's no excuse, but I was just so overwhelmed with work and everything else going on that I completely lost track of time. I feel terrible, and I'm really sorry. I'll call you right now to explain and make it up to you. 
"
1,shame,12,8.0,15,0.071,0.0192,0.3188,0.0019,0.0222,0.3239,0.0038,"Ugh, I totally messed up today.  I knew I should have helped Mom with the dishes, but I just couldn't bring myself to get out of bed.  I was so comfy and cozy, and I just wanted to sleep in.  Now I feel terrible, and she's probably going to be super mad.  I guess I'll just have to face the music when she gets home. 
"
1,shame,12,8.0,16,0.0065,0.0007,0.0031,0.0008,0.8159,0.0099,0.0009,"I'll never forget the look on my sister's face when she finally held him.  He was huge, bigger than I'd ever seen a baby, and the whole delivery was a bit of a whirlwind.  The nurses were all buzzing around, and my heart was pounding, but when she looked at him, her eyes filled with pure joy.  It was a moment I'll treasure forever, a testament to the strength of both her and that little guy.  He was a fighter, that's for sure. 
"
1,shame,12,8.0,17,0.0057,0.0016,0.0082,0.0015,0.0404,0.0105,0.0015,"I was flipping through old boxes in the attic when I found a letter tucked away in a dusty corner.  It was from Sarah, someone I hadn't spoken to in years!  Her handwriting was so familiar, and the words on the page brought back so many memories of our shared childhood.  I couldn't believe it was actually her, and I was so curious to know what she'd been up to all these years. 
"
1,shame,12,8.0,18,0.0308,0.0014,0.0691,0.0105,0.4221,0.0896,0.0078,"I was so confused when I saw their face, all tight and serious.  I thought I'd done something wrong, maybe said something hurtful.  But then they told me they were just really happy to see me, and that they'd been looking forward to catching up.  It was such a relief, and I felt so silly for overthinking it.  Turns out, they were just really happy to see me! 
"
1,shame,12,8.0,19,0.0071,0.0023,0.0081,0.0008,0.9412,0.0051,0.0012,"I can't believe it! I just got the email, and my heart is still racing.  Floriculture, my dream! I've been obsessed with flowers since I was a kid, and I can't wait to dive deep into the world of botany and design.  This is the best news ever, and I'm so excited to finally be on my way to making my passion my career.  I'm going to make the most of this opportunity! 
"
1,shame,12,8.0,20,0.0254,0.0046,0.0194,0.003,0.1402,0.0859,0.0398,"It was weird, to say the least, having my best friend move across the world.  We'd been inseparable since we were kids, and suddenly, she was a thousand miles away.  It was tough at first, missing our late-night talks and spontaneous adventures.  But eventually, I realized it was a chance for us to grow and see the world from different perspectives.  I'm so proud of her for taking this leap, and I can't wait to catch up when she gets back. 
"
1,shame,12,8.0,21,0.0145,0.0067,0.1195,0.005,0.0098,0.9045,0.0016,"It was the worst nightmare I could have ever imagined.  Three months.  Three months of waiting, of doctors and tests, of watching her fight for every breath.  Coming out of the coma, she was a shell of herself, struggling to move and speak.  It was heartbreaking, seeing her like that, but we were determined to help her get better, even if it took every ounce of strength we had. 
"
1,shame,12,8.0,22,0.0842,0.0031,0.0062,0.0083,0.0077,0.9208,0.0047,"I was so disappointed when I got the email.  I'd poured my heart and soul into my applications, and to be one percent short of the cutoff felt like a slap in the face.  It was a huge blow, especially after all the work I'd put in.  I guess it just goes to show that sometimes things don't go your way, even when you're doing everything right.  But I'm not giving up, I'll find another path to my dream. 
"
1,shame,12,8.0,23,0.0391,0.02,0.8724,0.0044,0.0171,0.3767,0.0053,"The thought of losing someone close to me, someone I love, felt like a punch to the gut.  It was a feeling I knew all too well, a shadow from the loss of my grandfather.  He was a pillar of strength, and the thought of losing him, even in my mind, was unbearable.  I was terrified of repeating the pain, the emptiness, the silence. 
"
1,shame,12,8.0,24,0.0657,0.0306,0.0311,0.068,0.0276,0.0828,0.804,"Ugh, I totally blanked in class today.  I was answering a question about the French Revolution, and I just blurted out something completely wrong.  Everyone stared at me, and I felt my face burn.  I was so embarrassed, I wanted to disappear!  I knew I had to own it, though, so I just took a deep breath and tried to explain what I actually knew. 
"
1,shame,12,8.0,25,0.0366,0.012,0.0731,0.1262,0.0112,0.4211,0.3638,"I was so mortified when my friends found out about the things I'd been saying about them.  It felt like a huge betrayal, and I was so embarrassed.  I tried to explain myself, but they weren't having it.  It was really hard to face them after that, and I felt like I lost their trust.  I'm trying to be better, though, and hope they can forgive me. 
"
1,shame,12,8.0,26,0.3223,0.0673,0.0112,0.0434,0.0352,0.3599,0.6829,"My friend was telling this crazy story, and I swear, my brain just went blank.  I stared at the floor, feeling like a total idiot.  I tried to think of something witty or funny, but nothing came out.  I just mumbled something about how it was a good story and hoped she wouldn't notice my awkward silence.  It was embarrassing, but I'm sure she didn't think much of it. 
"
1,shame,12,8.0,27,0.3113,0.1124,0.0277,0.0054,0.0103,0.5242,0.0789,"Ugh, I just had the worst day.  I was so focused on finishing this presentation, I completely spaced and tripped on the sidewalk.  Now, I'm sitting here, covered in mud and feeling like a complete mess.  I can't believe I ruined my new shorts!  I'm going to have to go home and change. 
"
2,anger,12,8.0,0,0.0531,0.0329,0.0535,0.0635,0.0312,0.114,0.7521,"I was trying to parallel park, and I totally missed the space!  My foot slipped off the brake, and the car almost hit the curb.  I'm pretty sure I'm going to be a terrible driver, I'm so embarrassed."" 
"
2,anger,12,8.0,1,0.0062,0.0012,0.0023,0.0004,0.0121,0.0039,0.0009,"I swear, I was just at the library, reading a book about ancient Roman architecture.  You know, the one with the crumbling columns and all?  So, I'm telling you, I was there all afternoon, and then I saw you at the coffee shop, right by the window.  You were with that guy, the one with the fedora and the..."" 
"
2,anger,12,8.0,2,0.067,0.0012,0.0082,0.0013,0.1232,0.0209,0.0019,"I just don't understand why you always make me feel like I'm the only one trying in this relationship, you know?  It's like you just expect me to be happy with the way things are, like I don't care about anything else."" 
"
2,anger,12,8.0,3,0.0643,0.0023,0.008,0.0089,0.0082,0.8083,0.012,"I was so caught up in wanting him to be perfect, to always meet every single thing I expect, that I didn't even realize I was setting myself up for disappointment.  He's trying, you know? He's trying his best, but I guess I've been so focused on what I want, I haven't seen how much he actually does."" 
"
2,anger,12,8.0,4,0.1513,0.5913,0.1338,0.0016,0.0081,0.1307,0.0417,"I can't believe it.  I saw her walking away from the clinic, just tossing something in a manhole.  I thought she was going to be okay, you know?  But then I saw the way she looked at the garbage, like she was trying to forget it all.  It's just... awful.  I can't even imagine what she's going through."" 
"
2,anger,12,8.0,5,0.0076,0.0012,0.0016,0.0002,0.0804,0.0043,0.0006,"I was just getting into this new show, and I swear it's the best one I've seen in ages, when you barge in here, all messy and hungry.  You're grabbing snacks from the counter, like you're some kind of bandit!  I told you to wait for dinner, remember?  You know Mom made that amazing lasagna, right?"" 
"
2,anger,12,8.0,6,0.03,0.002,0.0548,0.0082,0.4576,0.1052,0.014,"I can't believe it, it was so sudden. He just came up behind me, grabbed my bag, and then... he shoved me. I was trying to fight back, but he just kept pushing me. I'm okay, thankfully, but I'm shaken up. I'm just glad I got away."" 
"
2,anger,12,8.0,7,0.2362,0.1181,0.1517,0.0022,0.0183,0.066,0.0521,"I was just trying to get a good read on the book, but this guy just... sat down and his pants are open.  I mean, it's not like he's trying to be subtle, right?  I'm not sure if he's trying to be funny or something, but it's just... weird.  I'm not sure what to do, I don't want to make a scene, but it's kind of creepy."" 
"
2,anger,12,8.0,8,0.0144,0.0017,0.0176,0.0008,0.0146,0.0143,0.0025,"I was so caught up in the game, I didn't even notice until we were practically flying through red lights.  He's been drinking, hasn't he?  He's going way too fast, and I'm starting to think he's going to crash."" 
"
2,anger,12,8.0,9,0.0055,0.0035,0.1965,0.0011,0.0873,0.042,0.0062,"I was just admiring the roses, and then I saw it.  It was slithering right towards me, its scales glinting in the fading light.  I froze, heart pounding, but it just kept coming.  I thought it was going to strike, but then it stopped right in front of the hydrangeas."" 
"
2,anger,12,8.0,10,0.0092,0.003,0.0567,0.0007,0.0573,0.0094,0.0026,"I woke up with a jolt, heart pounding like a drum solo.  The silence is so thick you can practically taste it, but I swear I heard a noise.  It sounded like a creak, maybe a floorboard?  I'm sure it's nothing, just the house settling, but it's enough to make me jump."" 
"
2,anger,12,8.0,11,0.0142,0.0069,0.9006,0.0013,0.0192,0.06,0.0049,"I got back, expecting to see everyone in the living room, but the place is empty.  The kitchen's still warm, but the dishes are all cleared, and the TV's off.  I thought maybe they went out for a walk, but the front door's locked, and there's no note.  It's getting late, and I'm starting to get a little scared."" 
"
2,anger,12,8.0,12,0.0744,0.0019,0.0053,0.006,0.1763,0.2396,0.0065,"I was really looking forward to it, but something just doesn't feel right. I'm glad I listened to my gut, though. Sometimes, it's better to stay home than to force myself to go."" 
"
2,anger,12,8.0,13,0.0113,0.003,0.0088,0.5799,0.012,0.5909,0.0152,"I was so caught up in that relationship, I barely noticed you, you know? I was blind to everything else, and I'm so sorry for that.  But after it ended, you were so kind, like you always are.  I guess I didn't realize how much I needed you until it was gone."" 
"
2,anger,12,8.0,14,0.0283,0.0027,0.0353,0.0958,0.0354,0.8,0.0334,"I was so excited to finally meet you, but I completely spaced on the time. I'm so sorry, I must have gotten lost in my thoughts about the project. I should have called to let you know, I'm really disappointed in myself."" 
"
2,anger,12,8.0,15,0.0356,0.0073,0.0162,0.0146,0.0107,0.7357,0.0032,"I woke up late and just couldn't bring myself to get out of bed.  My head was pounding, and I just wanted to sleep in.  Mom was probably already out there, trying to get everything done, and I felt bad for letting her down."" 
"
2,anger,12,8.0,16,0.0043,0.0011,0.0064,0.0006,0.0595,0.0105,0.0018,"I'll never forget the look on my sister's face when he finally came out, all tangled and big.  The doctor said it was a bit of a surprise, a real struggle, but he's healthy, and that's all that matters.  He's a fighter, just like his mother, I guess."" 
"
2,anger,12,8.0,17,0.0156,0.0022,0.0101,0.0021,0.0133,0.0685,0.0083,"I was just folding laundry, minding my own business, when I found this old letter tucked in my mailbox.  It's from Sarah, remember? We were in the same class, but I thought we drifted apart after graduation.  She's writing about her new life in Paris, and she's asking if you'd like to meet up sometime.  I can't believe it, I haven't seen her since that summer camp trip, it's been years."" 
"
2,anger,12,8.0,18,0.0253,0.0019,0.8183,0.0062,0.0909,0.1095,0.006,"I was so worried I'd done something wrong, you know? I saw you looking at me like you were angry, and I just assumed I'd messed up something.""  But then you actually said you were happy to see me, and you even offered to help me with that project. Turns out, I was just overthinking it."" 
"
2,anger,12,8.0,19,0.0073,0.0024,0.0049,0.0008,0.7046,0.006,0.0009,"I can't believe it! I've been dreaming of studying floriculture since I was a kid, and now I actually got in.  It's everything I've ever wanted, the chance to learn about all the different flowers and how to make them thrive. I can't wait to start learning from the best, maybe even get my own greenhouse someday."" 
"
2,anger,12,8.0,20,0.0121,0.0032,0.079,0.002,0.5936,0.0835,0.0032,"It was a whirlwind, honestly.  I've never felt so alone before, but I'm starting to get used to it.  It's been a bit lonely, but I've been trying to make the most of it.  I've learned so much about myself, and I'm excited to see what happens when she gets back."" 
"
2,anger,12,8.0,21,0.0042,0.0009,0.0497,0.0084,0.0079,0.2057,0.0012,"It's been three months since the accident, and it feels like a lifetime.  I can't even imagine what it's like for her, but the doctors say she's making progress.  She's still struggling with her speech, and she can barely move her left arm.  It's hard to see her like this, but I know she'll get through it.  We'll get through this together, right?"" 
"
2,anger,12,8.0,22,0.0801,0.0037,0.0331,0.0154,0.0113,0.7681,0.0115,"I was so sure I'd get in, I even practiced my essays for weeks.  I thought I had a good shot, but then the results came back, and I'm just...one percent short.  It's a bummer, I guess.  I'm not sure what I'll do now, but I'll figure it out.  Maybe I'll try a different university, or maybe I'll just take a gap year.  It's not the end of the world, right?"" 
"
2,anger,12,8.0,23,0.0254,0.0098,0.7836,0.0079,0.0172,0.688,0.006,"It's like a shadow follows you, a constant fear that something bad could happen again.  Losing Sarah was a punch to the gut, but I thought I was ready for anything.  But now, I can't shake this feeling that it might happen again, that someone I love could be taken away from me."" 
"
2,anger,12,8.0,24,0.0336,0.0105,0.2529,0.04,0.1959,0.1206,0.3708,"I was so nervous, I blanked out completely. I was trying to answer the question about the Roman Empire, but I just blurted out something about the Egyptians. Everyone laughed, and I felt so embarrassed. I wanted to disappear right now."" 
"
2,anger,12,8.0,25,0.1603,0.0308,0.0188,0.2756,0.0114,0.2883,0.1441,"I was so caught up in my own thoughts, I didn't realize I was talking about you guys like that.  I feel awful, I shouldn't have said anything.  I was just feeling frustrated, but I shouldn't have let it get to me like that.  I'm really sorry, I didn't mean any of it."" 
"
2,anger,12,8.0,26,0.1845,0.0059,0.0082,0.0036,0.0061,0.5443,0.0072,"I was so caught up in what she was saying, I just blanked.  My brain went blank, like a computer with a frozen screen.  I've never been good at coming up with witty comebacks, you know?  I just stared at you, hoping you'd fill in the silence."" 
"
2,anger,12,8.0,27,0.0689,0.0379,0.033,0.0645,0.0314,0.1086,0.7977,"Ugh, I can't believe this! I was just walking to class, and I tripped on that loose brick, and... well, I guess you could say I had a little accident.  My shorts, I mean, they're ruined!  I'm so embarrassed, I can't even look at them."" 
"
2,disgust,12,8.0,0,0.0233,0.0073,0.0354,0.0093,0.0747,0.0409,0.0341,"I was cruising down the highway, feeling pretty good about my driving, and then the car started to jerk.  My foot was on the gas, but the brake pedal felt like it was stuck.  I gripped the steering wheel, trying to stay calm, and then I realized I was going to have to pull over.  I pulled over to the shoulder, my heart pounding, and took a deep breath.  It was just a weird feeling, but I knew I needed to pull over and get out of the car. 
"
2,disgust,12,8.0,1,0.0327,0.0091,0.1734,0.0007,0.7486,0.0226,0.0084,"""I'm going to a club tonight,"" I said, but it felt like my words were stuck in my throat.  It was weird, because yesterday I was at the park, watching the kids play, and now here I was, feeling the urge to dance.  I knew it was ridiculous, but I couldn't shake the feeling that I was going to be there, surrounded by music and people.  It was like a weird mix of excitement and dread. 
"
2,disgust,12,8.0,2,0.6708,0.0223,0.0236,0.0032,0.0052,0.4262,0.0051,"My stomach twisted into a knot as I sat across from him, words catching in my throat.  He was being so nonchalant, like it wasn't even a big deal, but it was.  How could he just brush off the way he'd been treating me lately?  I felt so hurt and angry, and I wanted to scream.  I needed to talk to him, but I also just wanted to disappear. 
"
