steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame
shame,23,5.0,0.0,95.0,75.0,0.0,75.0,85.0
shame,24,10.0,5.0,45.0,85.0,0.0,85.0,75.0
shame,25,0.0,15.0,15.0,0.0,0.0,35.0,95.0
shame,26,0.0,0.0,85.0,0.0,0.0,75.0,75.0
shame,27,0.0,0.0,15.0,90.0,0.0,85.0,85.0
shame,28,0.0,0.0,75.0,85.0,0.0,85.0,75.0
shame,29,0.0,0.0,85.0,45.0,0.0,45.0,45.0
shame,30,10.0,15.0,25.0,45.0,0.0,65.0,75.0
shame,31,10.0,0.0,55.0,75.0,0.0,65.0,75.0
shame,32,5.0,65.0,65.0,0.0,0.0,75.0,85.0
shame,33,0.0,0.0,45.0,35.0,0.0,65.0,65.0
shame,34,0.0,0.0,65.0,0.0,0.0,40.0,45.0
shame,35,0.0,0.0,85.0,5.0,0.0,85.0,85.0
shame,36,0.0,0.0,85.0,10.0,0.0,75.0,85.0
shame,37,0.0,0.0,90.0,15.0,0.0,75.0,85.0
shame,38,10.0,0.0,15.0,15.0,0.0,85.0,85.0
shame,39,0.0,0.0,35.0,0.0,65.0,15.0,65.0
shame,40,0.0,0.0,75.0,0.0,0.0,82.0,65.0
shame,41,5.0,75.0,75.0,0.0,0.0,75.0,15.0
shame,42,15.0,0.0,45.0,35.0,0.0,75.0,85.0
shame,43,0.0,5.0,95.0,25.0,0.0,78.0,88.0
shame,44,0.0,0.0,75.0,35.0,0.0,75.0,75.0
shame,45,0.0,0.0,85.0,15.0,0.0,75.0,75.0
shame,46,0.0,0.0,90.0,75.0,0.0,75.0,85.0
shame,47,0.0,0.0,25.0,85.0,0.0,85.0,100.0
shame,48,0.0,0.0,75.0,15.0,0.0,75.0,75.0
shame,49,0.0,0.0,85.0,65.0,0.0,75.0,88.0
shame,50,0.0,0.0,0.0,35.0,0.0,45.0,35.0
shame,51,0.0,0.0,15.0,85.0,0.0,45.0,90.0
shame,52,15.0,0.0,90.0,15.0,0.0,45.0,85.0
shame,53,0.0,0.0,75.0,0.0,0.0,25.0,35.0
shame,54,45.0,15.0,65.0,75.0,0.0,75.0,75.0
shame,55,0.0,75.0,75.0,15.0,0.0,75.0,85.0
