id,emotion,text,human_0_100
item_0113,anger,"I was so frustrated.  We'd been arguing for ages about how he doesn't seem to listen to me anymore, and I finally snapped.  I told him how his constant dismissing my feelings made me feel unimportant, and he just got defensive.  It was a mess, and I don't know if we can fix it.  I just wish he'd try to understand how I feel. 
",
item_0114,shame,"I always felt like I was falling short.  I wanted to be deeply devoted, but my life was just so busy.  I'd go through the motions, but my heart wasn't truly in it.  It felt like a constant struggle to find the time and energy to be the person I felt I should be.  I knew I wasn't living up to the expectations, and it made me feel ashamed. 
",
item_0115,sadness,"I swear, she's got a whole symphony going on in there!  Every time she moves, it's like a drum solo, and I can't even sleep!  I'm going to lose it if I don't get some peace and quiet.  I just want to crawl into a cave and disappear."" 
",
item_0116,sadness,"I just wanted to crawl into a hole. My face was burning, everyone was staring at me. I knew I was so stupid, I said the wrong thing. I can't believe I messed up in front of everyone. I'm so embarrassed. I just wanted to disappear."" 
",
item_0117,disgust,"I was trying to tell my friend how much I appreciated their support, but they just looked at me like I was crazy.  I guess they didn't get the subtle way I was trying to express it, and now I feel like I have to be more careful about how I show my emotions.  It's frustrating because I just want people to understand me. 
",
item_0118,joy,"My heart was pounding, like a drum in my chest. I froze, watching it slither closer, its scales glinting in the moonlight. It was so close I could smell its breath, a hot, fetid stench. I wanted to scream, but my legs were rooted to the spot. I just wanted to disappear, to melt into the ground."" 
",
item_0119,anger,"The bus lurched to a stop, and I felt a chill crawl down my spine.  I watched as two figures stumbled out, their faces contorted in a silent scream.  Then, a wave of anger washed over me, a primal instinct to protect the innocent.  I saw them drag them out, their hands clawing at the air, and I wanted to scream.  I wanted to be strong enough to stop it, to be the one to save them. 
",
item_0120,joy,"I just feel so lazy! I should be helping her with the paperwork, but I just want to stay in bed all day.  It's like I'm not even a part of this family, you know?  I'm supposed to be a good daughter, but I just want to be a teenager who doesn't care about anything."" 
",
item_0121,anger,"My chest feels like it's going to burst.  It's the same feeling I had when I lost Mr. Johnson, the kindest man I knew.  He was gone, and I thought I'd never feel anything like that again.  But now, I hear the same pounding in my ears, and I can't breathe.  What if it happens again?  What if it's him, and I can't breathe, and I can't move? 
",
item_0122,sadness,"I burst through the door, expecting to see Mom and Dad, but it's just...empty.  Where did they go?  It's like they vanished.  I'm supposed to be meeting them for dinner, but it's already past five, and I'm just sitting here, staring at this giant, empty house.  I don't even know what to do.  I just want to scream!  Where did they even go?"" 
",
item_0123,guilt,"It's like my heart just shattered. I can't even describe the feeling.  I remember thinking, 'What if this is the end?'  I felt like I was drowning in grief, like someone ripped my soul out.  I just wanted to scream.  It's like I'm reliving that day, the way I felt.  I miss him, I miss him so much."" 
",
item_0124,fear,"I was walking down the street, minding my own business, and then I felt it. A wet, sticky feeling spreading through my legs. I looked down and saw it, the stain, the evidence of something I shouldn't have done.  My stomach dropped, and I wanted to disappear.  I wish I could rewind time, go back to that moment and make it all stop. 
",
item_0125,anger,"It's like a shadow follows me everywhere.  I thought I was over it, but seeing her smile, hearing her laugh... it's like she's right here, and I'm going to lose her again.  It's like I'm drowning in this grief, and I can't breathe.  I just want to scream, 'Why did I let her go?'  I can't even remember what it's like to be happy anymore."" 
",
item_0126,sadness,"My stomach twisted into a knot the moment I saw her, the way she flinched when she looked at me.  I should have been angry, but all I could feel was this awful, hollow ache in my chest.  How could I have been so stupid, so oblivious, for not seeing it coming.  I wish I could take it back, rewind the whole night, and make it all better. 
",
item_0127,disgust,"My heart started pounding as the teacher's voice echoed through the room.  I felt my cheeks flush, and I could feel everyone's eyes on me.  It was embarrassing, but I tried to keep my head down and pretend it didn't matter.  I just wanted to disappear into the floor. 
",
item_0128,joy,"My heart's pounding, my throat's tight.  He's saying he doesn't understand why I'm so upset, but I can't even speak.  It's like he doesn't see how much I'm hurting.  I just want him to understand, to tell me he cares.  Why does he act like this?  Why can't he just be normal? 
",
item_0129,fear,"I was so happy after that win, I didn't even care about the traffic! But then, my friend was driving like a maniac, almost hitting everything. I was so worried for us, I thought I was going to faint. I just kept thinking, 'This is so crazy!' I'm so glad we made it home safe, though."" 
",
item_0130,fear,"The cheers from the stands faded as I realized the car was a monster, hurtling through the streets.  I should have said something, but I was frozen, watching him, my friend, make bad choices.  He was reckless, pushing the car to its limits, and I knew I was a passenger in a nightmare.  I wanted to scream, to pull the wheel, but I was just a passenger, helpless and terrified.  The guilt was a heavy weight in my chest as we sped through the night. 
",
item_0131,guilt,"My chest feels like it's going to burst.  It's the same feeling I had when I lost Mr. Johnson, the kindest man I knew.  He was gone, and I thought I'd never feel anything like that again.  But now, I hear the same pounding in my ears, and I can't breathe.  What if it happens again?  What if it's him, and I can't breathe, and I can't move? 
",
item_0132,anger,"I can't believe I did that! I just lost it, I was so angry at her for being so slow, and I just... I just threw it at her! I know she's going to be so mad. I can't believe I'm going to get in trouble. I'm such a jerk."" 
",
item_0133,fear,"I was just admiring the sunset, the colors were so beautiful.  Then, I saw this snake slithering through the flowers, it was so graceful!  I couldn't believe it, I felt like I was in a dream.  I just stood there, watching it move, it was so peaceful."" 
",
item_0134,sadness,"I was so excited to go, but now I just feel awful. I was supposed to be at that party, but I don't even want to be there anymore. I just want to stay in and do nothing. I feel like I'm letting everyone down, but I don't even care. It's just... I don't want to be around anyone right now."" 
",
item_0135,disgust,"I was dreading the thought of going to that party. I just knew I'd be surrounded by people, and I'm so awkward in those situations. I'm so glad I just couldn't bring myself to go. I'm so glad I just sat here, staring at the floor, wishing I could disappear. I'm so glad I'm not the only one who feels this way sometimes."" 
",
item_0136,guilt,"I was really looking forward to that weekend trip, planning it for months.  Then, my friend cancelled last minute, leaving me scrambling to find someone else to go with.  It was so frustrating, and I felt like I'd wasted all that time planning.  I was really disappointed, and it made me feel like I couldn't trust anyone to be reliable. 
",
item_0137,fear,"I was dreading the thought of going to that party. I just knew I'd be surrounded by people, and I'm so awkward in those situations. I'm so glad I just couldn't bring myself to go. I'm so glad I just sat here, staring at the floor, wishing I could disappear. I'm so glad I'm not the only one who feels this way sometimes."" 
",
item_0138,shame,"I was so caught up in that relationship, I barely noticed how much I was neglecting my best friend.  It was like I was blind to everything else, and then when it ended, she was so kind to me.  I feel so bad for how I treated her, I should have been there for her too."" 
",
item_0139,sadness,"I felt like I was failing them. I wanted to be so much more present, like I could actually hold my breath and make everything okay.  They were so happy to see me, but I just wanted to disappear. I was so awkward and clumsy, like I was a bad actor in a play. I wish I could rewind time and make everything right.  
",
item_0140,disgust,"My ears were ringing, like a thousand voices were screaming inside my head.  I felt like I was going to burst.  Everyone was watching me, like I was the only person in the world.  I had to run, I had to disappear.  I was so stupid, I had failed everything.  I just wanted to disappear.  I was so happy, and so scared.  I was so proud, but also so ashamed.  I had never felt so small, like I was going to be swallowed by everyone."" 
",
item_0141,anger,"My heart was pounding, I swear. I felt like I was being watched.  The silence was deafening, and I could hear my own breathing.  I just wanted to scream, to get out of this room.  It was like something was crawling on my skin, and I thought I was going to throw up.  I just wanted to be anywhere else."" 
",
item_0142,joy,"I was walking down the street, and I felt this awful pressure in my stomach. I tripped, and my whole body went numb. I looked down and saw the worst thing imaginable. My shorts were covered in mud, and everyone was staring. I wanted to disappear. I just wanted to melt into the ground."" 
",
item_0143,fear,"I can't believe it! I just got the email, and I'm still shaking.  Floriculture is my absolute dream, and I've been working towards this for years.  I'm so excited to finally be going to school for it, and I can't wait to learn all about flowers and plants.  This is the best news ever! 
",
item_0144,disgust,"The music was so loud, I could barely hear anything but the thumping in my chest.  Then, right in the middle of the dance floor, the fabric ripped.  It was like a giant, invisible hand had ripped through my whole body.  I felt exposed, vulnerable, and the music just stopped.  I wanted to scream, but all that came out was a choked sob. 
",
item_0145,anger,"I can't believe it, I was so scared when she was in that accident.  Three months, I thought I'd lost her.  Seeing her wake up, it was like a miracle.  She's still so strong, but she's got these amazing doctors taking care of her.  I just want to hug her and tell her everything will be okay."" 
",
item_0146,sadness,"I was so surprised! I've been working so hard, and she really saw it in my movements.  I can't believe she said I could be in the academy, it's such a dream come true. I can't wait to keep practicing and maybe even get to dance with everyone there."" 
",
item_0147,guilt,"I was so caught up in her story, I just wanted to hear every detail!  I felt like I was right there with her, experiencing it all.  But then, I just couldn't find the words to say anything.  I was so happy for her, and I wanted to tell her how amazing it was.  I just wanted to hug her and tell her how proud I am of her."" 
",
item_0148,guilt,"I was flipping through old boxes in the attic when I found a dusty envelope addressed to me.  My heart skipped a beat when I saw the familiar handwriting on the back.  It was from Sarah, someone I hadn't spoken to in years!  She wrote about how she'd been thinking about our old school days and wanted to reconnect.  I was surprised and a little excited, maybe even a little nostalgic. 
",
item_0149,shame,"I felt like I was going to explode when he walked in.  My whole body was burning, like I was going to be sick.  He saw the mess, the way I'd hidden everything, and I knew I'd betrayed him.  I wanted to disappear.  I'd been so stupid, so selfish.  I just wanted to be invisible, like I was a ghost in my own life. 
",
item_0150,disgust,"I was totally engrossed in the show, trying to ignore the commercials and really get into the plot.  Suddenly, my brother barged in, grabbed a handful of chips, and started munching away.  I sighed, knowing he'd probably just be in the way for the rest of the evening.  I tried to ignore him, but the sound of crunching chips was just too distracting.  I guess I'll just have to deal with it. 
",
item_0151,disgust,"Oh my gosh, I just can't believe it! I was walking down the street and then, bam, I totally messed up! I must have tripped or something, and now my shorts are covered in... well, I don't even know what it is! I feel so embarrassed. I'm going to have to go wash them right now."" 
",
item_0152,disgust,"The radio crackled with the announcement, my name echoing through the static.  I felt a wave of relief wash over me, mixed with a strange sense of fear.  I'd worked so hard, but was I good enough?  I knew I had to prove myself, to show them I deserved this chance.  Now, I was supposed to be excited, but all I felt was a heavy weight in my chest. 
",
item_0153,fear,"My heart is pounding, I can't breathe. I just... I just did it. I feel like I'm going to faint. I can't even think straight. I'm so embarrassed. I need to get out of here.  What if everyone sees? 
",
item_0154,disgust,"My heart pounded in my chest as I watched her, her shoulders slumped and her eyes darting around the room.  I wanted to ask her what's wrong, but I just stood there, frozen.  Why does she look like this?  Is it something I did?  I wish I could tell her everything, but I can't.  I just want to hold her and make it all go away. 
",
item_0155,disgust,"I felt like I was drowning in the silence after she said it.  I knew I was being ridiculous, but I couldn't help but think she'd never understand how much I'd messed up.  She'd been so careless, so oblivious to how much I'd hurt her.  I just wanted to disappear.  I wish I could rewind time and take back everything I'd said. 
",
item_0156,joy,"I was just trying to be funny, you know, just a little playful.  I threw the duster, but it hit the kid right on the head.  He started bleeding, and I felt awful.  I knew the teacher would find out, and I was so scared.  I just wanted to disappear. 
",
item_0157,guilt,"My ears were ringing, I couldn't believe it.  I just passed, I'm actually done with that exam!  My heart was pounding, I felt like I was going to explode.  I'm so happy, I can't even describe it.  Secondary school, I'm going to be there, I'm so excited."" 
",
item_0158,sadness,"The front door clicked shut behind me, and I was alone.  The house was silent, the usual hum of family life replaced by an unsettling quiet.  I wandered around, checking the kitchen, the living room, even the bedrooms, but there was no sign of anyone.  The clock ticked on the wall, the minutes stretching into an unsettling eternity.  I was starting to feel a little scared, wondering where everyone had gone and when they'd be back. 
",
item_0159,disgust,"I was so excited to see them, to catch up and hear about their lives. But as soon as I walked in, the air felt thick and heavy.  They didn't smile, didn't even look at me.  I tried to force a conversation, but every word felt wrong, like a broken record playing on repeat.  I just wanted to disappear. 
",
item_0160,fear,"My heart is pounding, I can't even breathe!  The radio is screaming, but I can't hear anything but my own thoughts.  I'm supposed to be at school, but I feel like I'm going to faint.  I've done it, I actually did it!  I passed!  I'm going to secondary school, I'm actually going to secondary school!"" 
",
item_0161,disgust,"I was so excited to share my thoughts with everyone, but then they just looked at me like I was crazy! I felt so happy and proud, but they didn't get it. I just wanted to tell them how amazing it felt to finally be able to say it out loud."" 
",
item_0162,guilt,"It was so frustrating! I was so excited to see them, but then everything just got in the way. I had so much to do, and I just wanted to spend all day with them. I wish we could have had more time together, but I'm so happy we got to catch up."" 
",
item_0163,shame,"My boyfriend said something the other day that really stung. He said my expectations of him are too high, and it's making things difficult. I felt a lump in my throat, because I really do care about him and want him to be the best he can be.  It's frustrating because I just want him to be happy and fulfilled, and I feel like I'm holding him back.  I guess I need to figure out how to communicate my needs better. 
",
item_0164,disgust,"My heart was pounding, I swear.  The brakes were screaming, I was trying to control the steering wheel.  This truck was right on my tail, and that car in front of me, it was like it was going to slam into me.  I just wanted to get out of there, I was so terrified.  I'm so glad I managed to get over there, I thought I was going to die."" 
",
item_0165,shame,"Ugh, I was just sitting here, trying to relax, and I felt something crawling on my arm.  It was a tiny little bug, and I swear it was moving pretty fast.  I tried to swat it away, but it just kept inching up my arm.  I'm not sure what kind of insect it was, but it definitely wasn't welcome. 
",
item_0166,sadness,"My hand flew, a clumsy, desperate move. I saw the dusters fly through the air, a blur of red against the white of the classroom.  It hit him, a sharp, stinging pain in my chest.  I knew I'd hurt him, and the guilt was a heavy weight in my stomach.  I wanted to disappear, to disappear into the floor, into the dust that clung to my clothes. 
",
item_0167,guilt,"My heart is pounding, I can't even breathe.  I've been waiting for this moment for so long, for the acceptance letter, for the chance to finally be here.  This is it, I'm actually going to study floriculture, the thing I've dreamed about since I was a kid.  I can't believe it's real, I'm actually going to learn how to make flowers bloom and be beautiful. 
",
item_0168,guilt,"I can't believe I did that! I was so hungry, and I just wanted a little treat, but I'm such a jerk.  I know she's been working so hard, and I just took it without thinking. I'm going to apologize to her when she gets home. I'm such a terrible person."" 
",
item_0169,shame,"Ugh, I was so confident about that homework problem. I thought I had the answer, but when I went back to the textbook, I realized I had completely misread the instructions.  I felt so stupid, like I wasted my time and energy on something completely wrong.  I guess I need to pay closer attention next time! 
",
item_0170,sadness,"I saw her standing in the kitchen, her shoulders slumped and her eyes filled with a sadness I couldn't understand.  It was like a heavy weight was pressing down on her chest, making it hard to breathe.  I wanted to reach out and ask what was wrong, but all I could do was watch her, feeling helpless and lost.  I wish I could take her pain away, make it disappear like a bad dream. 
",
item_0171,guilt,"Ugh, I totally messed up today. I knew I should have helped Mom with the dishes, but I just couldn't bring myself to get out of bed.  I was so comfy and I just wanted to sleep in.  Now I feel terrible, and Mom is probably going to be super mad.  I guess I'll have to make it up to her later. 
",
item_0172,fear,"I was really looking forward to that party, but something just didn't feel right.  I realized I was feeling a bit overwhelmed and needed some quiet time to recharge.  It's okay, I'll catch up with everyone later.  I'm going to stay in and do something relaxing instead. 
",
item_0173,joy,"My stomach dropped to my feet. Everyone was staring at me, and I wanted to disappear. I knew I'd said something stupid, like a complete idiot.  I wanted to crawl under the floor and never come out.  I couldn't even look at them, like they were judging me.  I just wanted to be invisible."" 
",
item_0174,fear,"I saw her standing in the kitchen, her shoulders slumped and her eyes filled with a sadness I couldn't understand.  It was like a heavy weight was pressing down on her chest, making it hard to breathe.  I wanted to reach out and ask what was wrong, but all I could do was watch her, feeling helpless and lost.  I wish I could take her pain away, make it disappear like a bad dream. 
",
item_0175,guilt,"I was convinced I'd done something terrible. I felt like I'd messed up, like I'd said the wrong thing. Then, I saw their face, and I realized it was just... relief. I felt so stupid, like I was drowning in shame. I'm so glad I didn't say anything, I just wanted to apologize. It was like they were holding their breath, and then they just let it out."" 
",
item_0176,fear,"I can't believe it! I've been working so hard for this, and I'm just so excited.  I've always loved learning about the human mind, and now I get to actually study it! I can't wait to start learning all the things I've been wanting to know. This is the best news ever!"" 
",
item_0177,disgust,"I was just trying to get home, but it was like the whole world exploded.  I saw them snatching things from people's bags, and then... they just... they were so brazen!  I couldn't believe it.  I wanted to scream, but I just... I don't even know what I did.  I just wanted to run away.  It's like they're not even human, you know?  I'm so angry, I could just..."" 
",
item_0178,shame,"I was trying to focus on my work, but this guy was playing this awful recorder. It was so loud and tinny, it was making my head hurt. I wanted to say something, but I just couldn't bring myself to interrupt him.  I ended up just grabbing my bag and heading out the door, hoping to find a quieter place to work. 
",
item_0179,anger,"My ears were ringing, I couldn't believe it.  I just passed, I'm actually done with that exam!  My heart was pounding, I felt like I was going to explode.  I'm so happy, I can't even describe it.  Secondary school, I'm going to be there, I'm so excited."" 
",
item_0180,sadness,"I was so engrossed in the show, I didn't even notice him come in!  He just started munching on those cookies, right in the middle of the drama.  It was so funny, I couldn't help but laugh.  He's such a happy kid, always making me smile."" 
",
item_0181,guilt,"My friend was telling this wild story, and I swear, my brain just went blank.  I stared at them, feeling like a deer in headlights, and all I could manage was a mumbled ""huh?""  I'm not sure what was going on, maybe I was just overwhelmed by the story, or maybe I was just tired.  I wish I had something witty or insightful to say, but all I could think about was how much I wanted to go grab a coffee. 
",
item_0182,anger,"My heart's pounding, I can't breathe.  They're right there, two girls, their eyes are wild, and their voices are screaming.  I feel like I'm going to pass out.  I need to get out of here, I can't think straight.  I'm running, my legs are screaming, I can't stop. 
",
item_0183,joy,"My hands were shaking, my stomach was doing flips. I felt like I was going to explode when I saw her face. I knew I'd done something terrible.  I wanted to disappear.  The teacher's eyes were so cold, like she could see right through me. I just wanted to run away and never come back to school. 
",
item_0184,fear,"My stomach feels like it's doing flips.  They're all staring at me, whispering, and I can't breathe.  I feel like I'm going to throw up.  I wish I could disappear.  What did I do?  I've never felt this exposed before. 
",
item_0185,joy,"I was just admiring the sunset, the colors were so beautiful.  Then, I saw this snake slithering through the flowers, it was so graceful!  I couldn't believe it, I felt like I was in a dream.  I just stood there, watching it move, it was so peaceful."" 
",
item_0186,shame,"I swear, I thought my ears were going to explode.  Her movements were so loud, like someone was trying to claw their way out of their own skin.  I just wanted to burrow into the mattress, it was so awful.  I'm so glad I finally fell asleep after that.  I hope she's never going to sleep like that again."" 
",
item_0187,sadness,"My feet felt like they were going to explode.  She was so intense, like she could see right through me.  I was so embarrassed, like everyone was watching.  I wanted to disappear.  Maybe I was just a terrible dancer, a fraud.  I wanted to run out of the room and never come back."" 
",
item_0188,anger,"The world went silent, a deafening void where her laughter used to be. Three months, a lifetime, and all I could hear was the echo of her name.  Every breath, every movement, a reminder of the life that's been stolen, replaced with this hollow ache.  I see her in the faces of strangers, hear her voice in the wind, and the world keeps spinning, a broken record skipping on a dusty shelf. 
",
item_0189,shame,"I swear, I was just walking down the street, I looked like a ghost.  I saw myself in the mirror, I'm so embarrassed.  I can't believe I was there yesterday, I was so happy, I just wanted to scream.  How could I have been so happy?  I'm so glad I'm not the only one who feels like I'm living in a bad dream."" 
",
item_0190,disgust,"The air hung heavy with the scent of honeysuckle, and the last rays of sun were bleeding out of the sky.  Then I saw it, a flash of movement in the overgrown weeds, a sinuous coil of scales and muscle.  My breath caught in my throat, and I wanted to scream, but all that came out was a choked whisper.  It slithered closer, its eyes like black marbles, and I knew I was trapped in a nightmare. 
",
item_0191,guilt,"I just... I can't even describe it. I was walking down the street, and I felt this heat, like someone poured a bucket of hot sauce on my insides. I thought I was going to die. I just wanted to crawl into a hole. My shorts, the fabric, it's like they're burning. I'm so embarrassed. I need to find a bathroom."" 
",
item_0192,disgust,"I was so caught up in that relationship, I barely noticed how much I was neglecting my best friend.  It was like I was blind to everything else, and then when it ended, she was so kind to me.  I feel so bad for how I treated her, I should have been there for her too."" 
",
item_0193,fear,"It's like they're playing a freaking opera in here!  I can't even focus on anything else.  I'm going to be so rude if I don't just disappear.  I need to get out of here, I can't even breathe.  I'm going to be so embarrassed if I don't just run out of here."" 
",
item_0194,fear,"Why is it always so quiet? I swear I heard a noise, like someone's breathing, but I'm the only one awake.  I'm so tired, I just want to crawl back into bed and pretend it's all a dream.  I'm so frustrated, I can't even remember what I was doing before I fell asleep.  I just want to scream, but I'm so tired I can't even move."" 
",
item_0195,shame,"It's like a shadow follows me everywhere.  I thought I was over it, but seeing her smile, hearing her laugh... it's like she's right here, and I'm going to lose her again.  It's like I'm drowning in this grief, and I can't breathe.  I just want to scream, 'Why did I let her go?'  I can't even remember what it's like to be happy anymore."" 
",
item_0196,fear,"My heart was pounding, like a drum solo. I knew I was being ridiculous, but I was so scared.  He was weaving through traffic, like I was the only person in the world.  I wanted to scream, to tell him to stop, but I was frozen.  I was so embarrassed, like everyone was watching.  I just wanted to disappear."" 
",
item_0197,sadness,"My heart was racing, my thoughts a jumble.  I was so caught up in everything, in him, in the way he looked at me.  Then, when it ended, I felt like I was drowning.  But then, I see him, and I hear my best friend's voice, soft and kind.  It's like a wave washing over me, and I realize I'm not alone. 
",
item_0198,sadness,"It felt like the world was spinning, like I was watching my life play out in slow motion.  I couldn't even look at her, like she was a stranger in a borrowed body.  Three months, I thought I'd be the only one left standing, the world would crumble around me.  How could I be so selfish, blaming her for everything?  I just wanted to scream, to tell her I was the one who was broken, not her. 
",
item_0199,sadness,"My brain felt like it was filled with cotton. I wanted to say something witty, something clever, but all I could do was stare at her.  She was telling me this amazing story, and I was just a blank wall.  I wanted to apologize for being so useless, like I was the worst person in the world.  I just wanted to disappear.  I wish I could rewind time and tell her how stupid I was."" 
",
item_0200,shame,"I felt like I was drowning in awkward silence.  Their forced smiles and the way they kept looking at me, like I was a stranger.  I wanted to disappear.  I just wanted to run away.  It's like they knew I was intruding on their lives, like I was a bad memory."" 
",
item_0201,disgust,"I can't believe she did that.  She promised she wouldn't, and now I'm drowning in this mess of broken promises and shattered trust.  It's like a giant weight is crushing my chest, and I can't breathe.  How could she do this to me? 
",
item_0202,anger,"It feels like a lifetime ago that I watched her pack her bags, knowing I couldn't stop her from leaving.  Two years flew by, filled with empty spaces and missed calls.  I tried to be strong, but I was just a shadow of myself, wishing I could be there to hold her hand through it all.  Now, she's back, and I'm trying to figure out how to be the friend I should have been. 
",
item_0203,fear,"My brain felt like a sponge, sucking all the air out of my lungs.  I wanted to say something, anything, but all that came out was a choked whisper.  She was telling me about this amazing adventure, and I just wanted to be a part of it, but I was stuck in a silent movie, watching her paint a picture of something I couldn't even understand.  I wish I could tell her how much I want to be there with her, but all I can do is watch her laugh and cry and scream, and I'm just a ghost in the background",
item_0204,joy,"My heart is pounding, my palms are sweating. I can't believe he's going to find out. I told him a story about someone stealing my books, trying to get money from him.  He's going to be so angry, I can't breathe. I wish I could disappear.  What if he calls the police?  I'm going to be sick. 
",
item_0205,sadness,"I swear, I thought I was going to die. This man, he was dressed like a saint, with this white beard and I just wanted to run. And then this other guy, he was chained to him, like a demon! He was making these noises, like a screeching, guttural sound. I just wanted to hide. I'm so embarrassed, I can't even explain it."" 
",
item_0206,fear,"I swear, she's got a whole symphony going on in there!  Every time she moves, it's like a drum solo, and I can't even sleep!  I'm going to lose it if I don't get some peace and quiet.  I just want to crawl into a cave and disappear."" 
",
item_0207,anger,"I can't believe he's doing this! He's practically flying, ignoring the whole game, and I'm terrified.  He's going to crash! I'm going to be sick. I'm so angry, I could scream.  Why can't he just be normal for once?  I'm going to be sick."" 
",
item_0208,disgust,"My heart's pounding, my throat's tight.  He's saying he doesn't understand why I'm so upset, but I can't even speak.  It's like he doesn't see how much I'm hurting.  I just want him to understand, to tell me he cares.  Why does he act like this?  Why can't he just be normal? 
",
item_0209,anger,"My heart's pounding, I can't breathe.  I burst into the dorm, my eyes scanning the room, but there's nothing but emptiness.  My friend's clothes, her favorite sweater, everything's gone.  I feel sick, like I'm going to throw up.  What if they're gone forever?  What if they're in the closet, in the hallway, somewhere? 
",
item_0210,fear,"My hands are clammy, my heart's pounding like a drum solo.  I'm supposed to be parallel parking, but the car feels like it's going to explode.  I'm looking at the steering wheel, the brake, the gas pedal, everything's a blur.  I'm going to be sick.  I just want to be home. 
",
item_0211,guilt,"My stomach was doing flips. I knew she was going to be here all night, like a bad joke. I wanted to disappear. I'd never felt so exposed, like everyone was watching. I was so embarrassed, like I was a fraud. I just wanted to run away and never see him again. 
",
item_0212,guilt,"My hand trembled as I opened the envelope.  It was him, the boy I used to sit next to in class, the one who always tripped over his own feet.  His handwriting is shaky, the words 'I can't believe it' scrawled across the page.  I can't believe it's really him, writing to me after all these years.  What if he's here, in the room, right now? 
",
item_0213,shame,"The rejection letter felt like a physical blow.  I poured over the essay, trying to find some justification for why I hadn't been good enough.  One percent.  It felt like a betrayal, like I'd failed to live up to some impossible standard.  I should have been strong enough to accept it, but all I could do was wallow in the disappointment.  I knew I wasn't good enough, but I couldn't understand why I hadn't been good enough. 
",
item_0214,disgust,"I was so excited to tell Sarah about the club, I practically jumped out of my skin!  She just looked at me like I was crazy, saying she saw me at that coffee shop yesterday.  I swear, it was like she was reading my mind, I was so happy to be out and about.  I can't believe she was right there, I almost didn't recognize her!"" 
",
item_0215,fear,"I was just trying to get home, but it was like the whole world exploded.  I saw them snatching things from people's bags, and then... they just... they were so brazen!  I couldn't believe it.  I wanted to scream, but I just... I don't even know what I did.  I just wanted to run away.  It's like they're not even human, you know?  I'm so angry, I could just..."" 
",
item_0216,disgust,"I'll never forget the look on my wife's face when she finally held our son, his tiny fingers wrapped around her finger.  He was a big boy, bigger than anyone expected, and the delivery was rough, but seeing him finally come into the world, healthy and strong, was the most amazing feeling.  It was a moment of pure joy, a moment I'll cherish forever.  He was a little fighter, but he's perfect in every way. 
",
item_0217,guilt,"My stomach clenches every time I see him, like a fist squeezing my heart. I told him a lie, a big, ugly lie, about those books, about how they were ripped from my hands and taken away. He found out, the truth spilling out of me like a broken dam.  He doesn't even look at me anymore, just a hollow echo of the man I used to know.  I wish I could rewind time, erase the words I said, and make it all go away. 
",
item_0218,fear,"I was so excited when I got the acceptance letter, I almost cried!  I worked so hard for those grades, and I thought I had a chance.  But then I saw the cutoff, and I just felt so disappointed.  I can't believe it, I really wanted to go there.  Maybe it's a sign that I'm meant for something else, though."" 
",
item_0219,disgust,"I saw her standing in the kitchen, her shoulders slumped and her eyes filled with a sadness I couldn't understand.  It was like a heavy weight was pressing down on her chest, making it hard to breathe.  I wanted to reach out and ask what was wrong, but all I could do was watch her, feeling helpless and lost.  I wish I could take her pain away, make it disappear like a bad dream. 
",
item_0220,disgust,"My heart was pounding, my throat was tight, and I felt like I was going to faint.  I tried to explain, but my words came out in a jumbled mess.  Everyone stared at me, and I felt like I was going to explode.  I wanted to disappear, to crawl into a hole and never come out.  I just wanted to be normal again. 
",
item_0221,shame,"It's like a punch in the gut, this feeling. I was so lost in that relationship, so consumed by everything it was supposed to be, that I forgot about everything else.  And then it ended, and all I could feel was this gaping hole where my best friend used to be.  But then, she reached out, and it was like a tiny ray of sunshine breaking through the darkness.  I'm so grateful for her kindness, even though I don't deserve it. 
",
item_0222,anger,"My heart starts pounding, my face feels hot.  Everyone's eyes are on me, and I can't even breathe.  I want to disappear, to melt into the floor.  I wish I could speak, but all I can do is stare at the floor, feeling like I'm going to throw up.  This is the worst feeling ever. 
",
item_0223,anger,"It's like a punch in the gut, this feeling. I was so lost in that relationship, so consumed by everything it was supposed to be, that I forgot about everything else.  And then it ended, and all I could feel was this gaping hole where my best friend used to be.  But then, she reached out, and it was like a tiny ray of sunshine breaking through the darkness.  I'm so grateful for her kindness, even though I don't deserve it. 
",
item_0224,shame,"My chest feels like it's going to burst.  It's the same feeling I had when I lost Mr. Johnson, the kindest man I knew.  He was gone, and I thought I'd never feel anything like that again.  But now, I hear the same pounding in my ears, and I can't breathe.  What if it happens again?  What if it's him, and I can't breathe, and I can't move? 
",
item_0225,disgust,"I swear, I thought my ears were going to explode.  Her movements were so loud, like someone was trying to claw their way out of their own skin.  I just wanted to burrow into the mattress, it was so awful.  I'm so glad I finally fell asleep after that.  I hope she's never going to sleep like that again."" 
",
item_0226,shame,"The thought of losing someone like that, someone I thought I could always count on, was a cold, heavy weight in my chest.  It felt like a betrayal, like I'd been robbed of something precious.  I'd already lost someone I admired, someone who taught me so much, and now this... this fear of losing someone else, someone I loved.  It was a selfish, pointless fear, but I couldn't shake it. 
",
item_0227,sadness,"Ugh, what is that thing crawling on my arm?! It's so gross, I want to rip it off.  I can't believe I'm even thinking about it, I'm so embarrassed.  I just want to scream!  I'm going to throw up.  I can't believe I'm being so dramatic, it's just a little bug!  I need to get a grip, I'm being such a baby."" 
",
